num.gene,km.pvalue,core.gene
1 gene,0.0111728658684831,RP11-483E7.1
1 gene,0.428224935657197,FAM228B
1 gene,0.516995423705324,RP11-203J24.8
1 gene,0.605835020013433,MYB-AS1
1 gene,0.0626977811885699,DSG1
1 gene,0.950791788258349,RP4-773N10.5
1 gene,0.6959015301677,FAM3B
1 gene,0.623543201061854,CTB-32O4.2
1 gene,0.35404779832698,RP11-358B23.1
1 gene,0.437039864228039,TNK1
2 genes,0.209240084377479,RP11-483E7.1 | FAM228B
2 genes,0.230245659677537,RP11-483E7.1 | RP11-203J24.8
2 genes,0.333091345839429,RP11-483E7.1 | MYB-AS1
2 genes,0.0479883851917714,RP11-483E7.1 | DSG1
2 genes,0.057296759825413,RP11-483E7.1 | RP4-773N10.5
2 genes,0.205883973571791,RP11-483E7.1 | FAM3B
2 genes,0.034255515743878,RP11-483E7.1 | CTB-32O4.2
2 genes,0.0491848478706939,RP11-483E7.1 | RP11-358B23.1
2 genes,0.113069122208724,RP11-483E7.1 | TNK1
2 genes,0.134983411572813,FAM228B | RP11-203J24.8
2 genes,0.0290614177616439,FAM228B | MYB-AS1
2 genes,0.0958774888779955,FAM228B | DSG1
2 genes,0.00514494475123106,FAM228B | RP4-773N10.5
2 genes,0.0194491660726124,FAM228B | FAM3B
2 genes,0.303096370600978,FAM228B | CTB-32O4.2
2 genes,0.0422274497511037,FAM228B | RP11-358B23.1
2 genes,0.767922597115007,FAM228B | TNK1
2 genes,0.363195967616332,RP11-203J24.8 | MYB-AS1
2 genes,0.989155236746553,RP11-203J24.8 | DSG1
2 genes,0.151524687839476,RP11-203J24.8 | RP4-773N10.5
2 genes,0.177232667282136,RP11-203J24.8 | FAM3B
2 genes,0.244539732952426,RP11-203J24.8 | CTB-32O4.2
2 genes,0.272483237026058,RP11-203J24.8 | RP11-358B23.1
2 genes,0.136747389987773,RP11-203J24.8 | TNK1
2 genes,0.00554580538104466,MYB-AS1 | DSG1
2 genes,0.398167252894531,MYB-AS1 | RP4-773N10.5
2 genes,0.247450782124127,MYB-AS1 | FAM3B
2 genes,0.145021137346008,MYB-AS1 | CTB-32O4.2
2 genes,0.0797635387873271,MYB-AS1 | RP11-358B23.1
2 genes,0.0697654006628985,MYB-AS1 | TNK1
2 genes,0.463157132433827,DSG1 | RP4-773N10.5
2 genes,0.0307444262657068,DSG1 | FAM3B
2 genes,0.00454981467883364,DSG1 | CTB-32O4.2
2 genes,0.25660850699456,DSG1 | RP11-358B23.1
2 genes,0.119532003692741,DSG1 | TNK1
2 genes,0.17954538900368,RP4-773N10.5 | FAM3B
2 genes,0.0420229848164406,RP4-773N10.5 | CTB-32O4.2
2 genes,0.097375129491618,RP4-773N10.5 | RP11-358B23.1
2 genes,0.0590147213802333,RP4-773N10.5 | TNK1
2 genes,0.0139872537004914,FAM3B | CTB-32O4.2
2 genes,0.0314423377994395,FAM3B | RP11-358B23.1
2 genes,0.0180561284948987,FAM3B | TNK1
2 genes,0.0487304170702703,CTB-32O4.2 | RP11-358B23.1
2 genes,0.888194345497923,CTB-32O4.2 | TNK1
2 genes,0.610606172456992,RP11-358B23.1 | TNK1
3 genes,0.0245992485919433,RP11-483E7.1 | FAM228B | RP11-203J24.8
3 genes,0.0050173747951171,RP11-483E7.1 | FAM228B | MYB-AS1
3 genes,0.0748642651777162,RP11-483E7.1 | FAM228B | DSG1
3 genes,0.00855231847637028,RP11-483E7.1 | FAM228B | RP4-773N10.5
3 genes,0.000999461127753287,RP11-483E7.1 | FAM228B | FAM3B
3 genes,0.0755903436384888,RP11-483E7.1 | FAM228B | CTB-32O4.2
3 genes,0.0259420139400635,RP11-483E7.1 | FAM228B | RP11-358B23.1
3 genes,0.366458930375557,RP11-483E7.1 | FAM228B | TNK1
3 genes,0.0251182567517124,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1
3 genes,0.31931618678591,RP11-483E7.1 | RP11-203J24.8 | DSG1
3 genes,0.0144769809753542,RP11-483E7.1 | RP11-203J24.8 | RP4-773N10.5
3 genes,0.130554161374129,RP11-483E7.1 | RP11-203J24.8 | FAM3B
3 genes,0.00708112865850052,RP11-483E7.1 | RP11-203J24.8 | CTB-32O4.2
3 genes,0.0169184851107325,RP11-483E7.1 | RP11-203J24.8 | RP11-358B23.1
3 genes,0.00512010709997401,RP11-483E7.1 | RP11-203J24.8 | TNK1
3 genes,0.00156992821086033,RP11-483E7.1 | MYB-AS1 | DSG1
3 genes,0.0598877503356594,RP11-483E7.1 | MYB-AS1 | RP4-773N10.5
3 genes,0.0245099568944147,RP11-483E7.1 | MYB-AS1 | FAM3B
3 genes,0.0051049385578088,RP11-483E7.1 | MYB-AS1 | CTB-32O4.2
3 genes,0.051646235459663,RP11-483E7.1 | MYB-AS1 | RP11-358B23.1
3 genes,0.0137316617026962,RP11-483E7.1 | MYB-AS1 | TNK1
3 genes,0.0309063464727056,RP11-483E7.1 | DSG1 | RP4-773N10.5
3 genes,0.0516642077066007,RP11-483E7.1 | DSG1 | FAM3B
3 genes,0.00486835779224015,RP11-483E7.1 | DSG1 | CTB-32O4.2
3 genes,0.0110520054334619,RP11-483E7.1 | DSG1 | RP11-358B23.1
3 genes,0.0290910480999869,RP11-483E7.1 | DSG1 | TNK1
3 genes,0.0115463297409698,RP11-483E7.1 | RP4-773N10.5 | FAM3B
3 genes,0.00028363389421282,RP11-483E7.1 | RP4-773N10.5 | CTB-32O4.2
3 genes,0.000855613210309025,RP11-483E7.1 | RP4-773N10.5 | RP11-358B23.1
3 genes,0.000411076349223882,RP11-483E7.1 | RP4-773N10.5 | TNK1
3 genes,0.00210893138104185,RP11-483E7.1 | FAM3B | CTB-32O4.2
3 genes,0.00760537028448505,RP11-483E7.1 | FAM3B | RP11-358B23.1
3 genes,0.0410423197661796,RP11-483E7.1 | FAM3B | TNK1
3 genes,0.045442763021339,RP11-483E7.1 | CTB-32O4.2 | RP11-358B23.1
3 genes,0.13596179189618,RP11-483E7.1 | CTB-32O4.2 | TNK1
3 genes,0.0481403386552732,RP11-483E7.1 | RP11-358B23.1 | TNK1
3 genes,0.00437078980524963,FAM228B | RP11-203J24.8 | MYB-AS1
3 genes,0.239752129384047,FAM228B | RP11-203J24.8 | DSG1
3 genes,0.190465499389053,FAM228B | RP11-203J24.8 | RP4-773N10.5
3 genes,0.0719300566983223,FAM228B | RP11-203J24.8 | FAM3B
3 genes,0.412830315862467,FAM228B | RP11-203J24.8 | CTB-32O4.2
3 genes,0.286098068847678,FAM228B | RP11-203J24.8 | RP11-358B23.1
3 genes,0.106880408291117,FAM228B | RP11-203J24.8 | TNK1
3 genes,0.0115158701507557,FAM228B | MYB-AS1 | DSG1
3 genes,0.00528173735123805,FAM228B | MYB-AS1 | RP4-773N10.5
3 genes,0.00845515865289959,FAM228B | MYB-AS1 | FAM3B
3 genes,0.11011156541833,FAM228B | MYB-AS1 | CTB-32O4.2
3 genes,0.0100208503985915,FAM228B | MYB-AS1 | RP11-358B23.1
3 genes,0.155239863013884,FAM228B | MYB-AS1 | TNK1
3 genes,0.0186903008261146,FAM228B | DSG1 | RP4-773N10.5
3 genes,0.0184808740484925,FAM228B | DSG1 | FAM3B
3 genes,0.521883955832662,FAM228B | DSG1 | CTB-32O4.2
3 genes,0.0380860291355178,FAM228B | DSG1 | RP11-358B23.1
3 genes,0.169745166187852,FAM228B | DSG1 | TNK1
3 genes,0.0657307773353765,FAM228B | RP4-773N10.5 | FAM3B
3 genes,0.02104541840936,FAM228B | RP4-773N10.5 | CTB-32O4.2
3 genes,0.00350456735191085,FAM228B | RP4-773N10.5 | RP11-358B23.1
3 genes,0.00538922484622417,FAM228B | RP4-773N10.5 | TNK1
3 genes,0.000921354230175808,FAM228B | FAM3B | CTB-32O4.2
3 genes,0.00432269255979711,FAM228B | FAM3B | RP11-358B23.1
3 genes,0.0122323592874581,FAM228B | FAM3B | TNK1
3 genes,0.929924306217687,FAM228B | CTB-32O4.2 | RP11-358B23.1
3 genes,0.962752843813202,FAM228B | CTB-32O4.2 | TNK1
3 genes,0.0808535830664963,FAM228B | RP11-358B23.1 | TNK1
3 genes,0.138722955287211,RP11-203J24.8 | MYB-AS1 | DSG1
3 genes,0.246008328157657,RP11-203J24.8 | MYB-AS1 | RP4-773N10.5
3 genes,0.118798807503547,RP11-203J24.8 | MYB-AS1 | FAM3B
3 genes,0.0374967071013641,RP11-203J24.8 | MYB-AS1 | CTB-32O4.2
3 genes,0.166191911436357,RP11-203J24.8 | MYB-AS1 | RP11-358B23.1
3 genes,0.0140535156829739,RP11-203J24.8 | MYB-AS1 | TNK1
3 genes,0.174882273856737,RP11-203J24.8 | DSG1 | RP4-773N10.5
3 genes,0.282431757224181,RP11-203J24.8 | DSG1 | FAM3B
3 genes,0.189090238501108,RP11-203J24.8 | DSG1 | CTB-32O4.2
3 genes,0.0814103796725435,RP11-203J24.8 | DSG1 | RP11-358B23.1
3 genes,0.376758389024216,RP11-203J24.8 | DSG1 | TNK1
3 genes,0.164445857860206,RP11-203J24.8 | RP4-773N10.5 | FAM3B
3 genes,0.0465472487625637,RP11-203J24.8 | RP4-773N10.5 | CTB-32O4.2
3 genes,0.0862795864266908,RP11-203J24.8 | RP4-773N10.5 | RP11-358B23.1
3 genes,0.0164958018515665,RP11-203J24.8 | RP4-773N10.5 | TNK1
3 genes,0.011879643210456,RP11-203J24.8 | FAM3B | CTB-32O4.2
3 genes,0.0618550313873084,RP11-203J24.8 | FAM3B | RP11-358B23.1
3 genes,0.00243240457199434,RP11-203J24.8 | FAM3B | TNK1
3 genes,0.17234789540396,RP11-203J24.8 | CTB-32O4.2 | RP11-358B23.1
3 genes,0.0925912797355383,RP11-203J24.8 | CTB-32O4.2 | TNK1
3 genes,0.0892023095861578,RP11-203J24.8 | RP11-358B23.1 | TNK1
3 genes,0.175895959186238,MYB-AS1 | DSG1 | RP4-773N10.5
3 genes,0.00834612797949286,MYB-AS1 | DSG1 | FAM3B
3 genes,0.0103905611915444,MYB-AS1 | DSG1 | CTB-32O4.2
3 genes,0.0482532044438079,MYB-AS1 | DSG1 | RP11-358B23.1
3 genes,0.0366097807776568,MYB-AS1 | DSG1 | TNK1
3 genes,0.35914912048055,MYB-AS1 | RP4-773N10.5 | FAM3B
3 genes,0.0279088695489064,MYB-AS1 | RP4-773N10.5 | CTB-32O4.2
3 genes,0.0267743666056185,MYB-AS1 | RP4-773N10.5 | RP11-358B23.1
3 genes,0.0229120231046053,MYB-AS1 | RP4-773N10.5 | TNK1
3 genes,0.0127841425165914,MYB-AS1 | FAM3B | CTB-32O4.2
3 genes,0.0251715053785212,MYB-AS1 | FAM3B | RP11-358B23.1
3 genes,0.0129855142966145,MYB-AS1 | FAM3B | TNK1
3 genes,0.17233947272469,MYB-AS1 | CTB-32O4.2 | RP11-358B23.1
3 genes,0.179120462239579,MYB-AS1 | CTB-32O4.2 | TNK1
3 genes,0.091536984382093,MYB-AS1 | RP11-358B23.1 | TNK1
3 genes,0.166532462468879,DSG1 | RP4-773N10.5 | FAM3B
3 genes,0.00515777911381987,DSG1 | RP4-773N10.5 | CTB-32O4.2
3 genes,0.0038256256907121,DSG1 | RP4-773N10.5 | RP11-358B23.1
3 genes,0.0365747567210871,DSG1 | RP4-773N10.5 | TNK1
3 genes,0.000632190489620932,DSG1 | FAM3B | CTB-32O4.2
3 genes,0.0287818937973709,DSG1 | FAM3B | RP11-358B23.1
3 genes,0.0032277997803718,DSG1 | FAM3B | TNK1
3 genes,0.0790036268873584,DSG1 | CTB-32O4.2 | RP11-358B23.1
3 genes,0.151531752780051,DSG1 | CTB-32O4.2 | TNK1
3 genes,0.0456806319192818,DSG1 | RP11-358B23.1 | TNK1
3 genes,0.000850291026676997,RP4-773N10.5 | FAM3B | CTB-32O4.2
3 genes,0.0280829589916306,RP4-773N10.5 | FAM3B | RP11-358B23.1
3 genes,0.0222755787096476,RP4-773N10.5 | FAM3B | TNK1
3 genes,0.0075012033662053,RP4-773N10.5 | CTB-32O4.2 | RP11-358B23.1
3 genes,0.0158935355623508,RP4-773N10.5 | CTB-32O4.2 | TNK1
3 genes,0.00526924986137223,RP4-773N10.5 | RP11-358B23.1 | TNK1
3 genes,0.0027051225867093,FAM3B | CTB-32O4.2 | RP11-358B23.1
3 genes,0.0431463369638074,FAM3B | CTB-32O4.2 | TNK1
3 genes,0.0104414973191326,FAM3B | RP11-358B23.1 | TNK1
3 genes,0.497906722256314,CTB-32O4.2 | RP11-358B23.1 | TNK1
4 genes,0.00607513345627064,RP11-483E7.1 | FAM228B | RP11-203J24.8 | MYB-AS1
4 genes,0.0246855905910933,RP11-483E7.1 | FAM228B | RP11-203J24.8 | DSG1
4 genes,0.011469031961293,RP11-483E7.1 | FAM228B | RP11-203J24.8 | RP4-773N10.5
4 genes,0.00571063328783195,RP11-483E7.1 | FAM228B | RP11-203J24.8 | FAM3B
4 genes,0.0213807434091571,RP11-483E7.1 | FAM228B | RP11-203J24.8 | CTB-32O4.2
4 genes,0.00959255241055323,RP11-483E7.1 | FAM228B | RP11-203J24.8 | RP11-358B23.1
4 genes,0.0193983509177743,RP11-483E7.1 | FAM228B | RP11-203J24.8 | TNK1
4 genes,0.0258375561902141,RP11-483E7.1 | FAM228B | MYB-AS1 | DSG1
4 genes,0.0096830033378934,RP11-483E7.1 | FAM228B | MYB-AS1 | RP4-773N10.5
4 genes,0.00122738060387673,RP11-483E7.1 | FAM228B | MYB-AS1 | FAM3B
4 genes,0.0652183797950198,RP11-483E7.1 | FAM228B | MYB-AS1 | CTB-32O4.2
4 genes,0.00918231512627432,RP11-483E7.1 | FAM228B | MYB-AS1 | RP11-358B23.1
4 genes,0.0591589085715483,RP11-483E7.1 | FAM228B | MYB-AS1 | TNK1
4 genes,0.00740725034420164,RP11-483E7.1 | FAM228B | DSG1 | RP4-773N10.5
4 genes,0.00204024238426781,RP11-483E7.1 | FAM228B | DSG1 | FAM3B
4 genes,0.0721478069932764,RP11-483E7.1 | FAM228B | DSG1 | CTB-32O4.2
4 genes,0.00609103734176553,RP11-483E7.1 | FAM228B | DSG1 | RP11-358B23.1
4 genes,0.049736274002312,RP11-483E7.1 | FAM228B | DSG1 | TNK1
4 genes,0.00299027249462425,RP11-483E7.1 | FAM228B | RP4-773N10.5 | FAM3B
4 genes,0.00340994680060058,RP11-483E7.1 | FAM228B | RP4-773N10.5 | CTB-32O4.2
4 genes,0.000476900870720942,RP11-483E7.1 | FAM228B | RP4-773N10.5 | RP11-358B23.1
4 genes,0.000782846370101176,RP11-483E7.1 | FAM228B | RP4-773N10.5 | TNK1
4 genes,0.00109955780188287,RP11-483E7.1 | FAM228B | FAM3B | CTB-32O4.2
4 genes,0.00124738922705125,RP11-483E7.1 | FAM228B | FAM3B | RP11-358B23.1
4 genes,0.00729823856916656,RP11-483E7.1 | FAM228B | FAM3B | TNK1
4 genes,0.0264918214960987,RP11-483E7.1 | FAM228B | CTB-32O4.2 | RP11-358B23.1
4 genes,0.124379276350032,RP11-483E7.1 | FAM228B | CTB-32O4.2 | TNK1
4 genes,0.0354782840320037,RP11-483E7.1 | FAM228B | RP11-358B23.1 | TNK1
4 genes,0.0159077143775447,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | DSG1
4 genes,0.012124512324201,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | RP4-773N10.5
4 genes,0.0128538920350161,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | FAM3B
4 genes,0.00638560484372463,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | CTB-32O4.2
4 genes,0.00432502094886844,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | RP11-358B23.1
4 genes,0.00147729767197047,RP11-483E7.1 | RP11-203J24.8 | MYB-AS1 | TNK1
4 genes,0.00592513439512532,RP11-483E7.1 | RP11-203J24.8 | DSG1 | RP4-773N10.5
4 genes,0.0321086521559002,RP11-483E7.1 | RP11-203J24.8 | DSG1 | FAM3B
4 genes,0.00655895631452019,RP11-483E7.1 | RP11-203J24.8 | DSG1 | CTB-32O4.2
4 genes,0.0081885311683263,RP11-483E7.1 | RP11-203J24.8 | DSG1 | RP11-358B23.1
4 genes,0.0187450680587921,RP11-483E7.1 | RP11-203J24.8 | DSG1 | TNK1
4 genes,0.0627458028635587,RP11-483E7.1 | RP11-203J24.8 | RP4-773N10.5 | FAM3B
4 genes,0.00152171547676161,RP11-483E7.1 | RP11-203J24.8 | RP4-773N10.5 | CTB-32O4.2
4 genes,0.000706925849379703,RP11-483E7.1 | RP11-203J24.8 | RP4-773N10.5 | RP11-358B23.1
4 genes,0.000833997264025776,RP11-483E7.1 | RP11-203J24.8 | RP4-773N10.5 | TNK1
4 genes,0.0025145438135995,RP11-483E7.1 | RP11-203J24.8 | FAM3B | CTB-32O4.2
4 genes,0.00924510972197679,RP11-483E7.1 | RP11-203J24.8 | FAM3B | RP11-358B23.1
4 genes,0.00155564565848865,RP11-483E7.1 | RP11-203J24.8 | FAM3B | TNK1
4 genes,0.0182827664738509,RP11-483E7.1 | RP11-203J24.8 | CTB-32O4.2 | RP11-358B23.1
4 genes,0.00231508433055105,RP11-483E7.1 | RP11-203J24.8 | CTB-32O4.2 | TNK1
4 genes,0.00268266497486791,RP11-483E7.1 | RP11-203J24.8 | RP11-358B23.1 | TNK1
4 genes,0.0111690361444419,RP11-483E7.1 | MYB-AS1 | DSG1 | RP4-773N10.5
4 genes,0.0149548634683636,RP11-483E7.1 | MYB-AS1 | DSG1 | FAM3B
4 genes,0.00022059925512441,RP11-483E7.1 | MYB-AS1 | DSG1 | CTB-32O4.2
4 genes,0.00196638127230042,RP11-483E7.1 | MYB-AS1 | DSG1 | RP11-358B23.1
4 genes,0.00157411506037641,RP11-483E7.1 | MYB-AS1 | DSG1 | TNK1
4 genes,0.0187219446759523,RP11-483E7.1 | MYB-AS1 | RP4-773N10.5 | FAM3B
4 genes,0.000379055965276875,RP11-483E7.1 | MYB-AS1 | RP4-773N10.5 | CTB-32O4.2
4 genes,0.00111273033036452,RP11-483E7.1 | MYB-AS1 | RP4-773N10.5 | RP11-358B23.1
4 genes,0.00113009469032266,RP11-483E7.1 | MYB-AS1 | RP4-773N10.5 | TNK1
4 genes,0.00246440096215561,RP11-483E7.1 | MYB-AS1 | FAM3B | CTB-32O4.2
4 genes,0.00682773949479609,RP11-483E7.1 | MYB-AS1 | FAM3B | RP11-358B23.1
4 genes,0.181040705908623,RP11-483E7.1 | MYB-AS1 | FAM3B | TNK1
4 genes,0.0106463893595238,RP11-483E7.1 | MYB-AS1 | CTB-32O4.2 | RP11-358B23.1
4 genes,0.0155473878358514,RP11-483E7.1 | MYB-AS1 | CTB-32O4.2 | TNK1
4 genes,0.0142060985516622,RP11-483E7.1 | MYB-AS1 | RP11-358B23.1 | TNK1
4 genes,0.00170032739065362,RP11-483E7.1 | DSG1 | RP4-773N10.5 | FAM3B
4 genes,2.9473320873441e-05,RP11-483E7.1 | DSG1 | RP4-773N10.5 | CTB-32O4.2
4 genes,0.000335193286624347,RP11-483E7.1 | DSG1 | RP4-773N10.5 | RP11-358B23.1
4 genes,0.000629747623320909,RP11-483E7.1 | DSG1 | RP4-773N10.5 | TNK1
4 genes,0.00432655084424283,RP11-483E7.1 | DSG1 | FAM3B | CTB-32O4.2
4 genes,0.00214531200504053,RP11-483E7.1 | DSG1 | FAM3B | RP11-358B23.1
4 genes,0.00175118966056531,RP11-483E7.1 | DSG1 | FAM3B | TNK1
4 genes,0.0018544944075386,RP11-483E7.1 | DSG1 | CTB-32O4.2 | RP11-358B23.1
4 genes,0.0366355801455441,RP11-483E7.1 | DSG1 | CTB-32O4.2 | TNK1
4 genes,0.00374281119627939,RP11-483E7.1 | DSG1 | RP11-358B23.1 | TNK1
4 genes,9.47525689704021e-05,RP11-483E7.1 | RP4-773N10.5 | FAM3B | CTB-32O4.2
4 genes,0.000206035946062055,RP11-483E7.1 | RP4-773N10.5 | FAM3B | RP11-358B23.1
4 genes,0.000130369924878582,RP11-483E7.1 | RP4-773N10.5 | FAM3B | TNK1
4 genes,0.000299642574177472,RP11-483E7.1 | RP4-773N10.5 | CTB-32O4.2 | RP11-358B23.1
4 genes,0.000374541747234947,RP11-483E7.1 | RP4-773N10.5 | CTB-32O4.2 | TNK1
4 genes,4.59686065609199e-05,RP11-483E7.1 | RP4-773N10.5 | RP11-358B23.1 | TNK1
4 genes,0.00327548562500535,RP11-483E7.1 | FAM3B | CTB-32O4.2 | RP11-358B23.1
4 genes,0.00300106849048976,RP11-483E7.1 | FAM3B | CTB-32O4.2 | TNK1
4 genes,0.0023185989883866,RP11-483E7.1 | FAM3B | RP11-358B23.1 | TNK1
4 genes,0.0382253420578047,RP11-483E7.1 | CTB-32O4.2 | RP11-358B23.1 | TNK1
4 genes,0.0708166809182733,FAM228B | RP11-203J24.8 | MYB-AS1 | DSG1
4 genes,0.0321262488536199,FAM228B | RP11-203J24.8 | MYB-AS1 | RP4-773N10.5
4 genes,0.0165306621489707,FAM228B | RP11-203J24.8 | MYB-AS1 | FAM3B
4 genes,0.198588746605914,FAM228B | RP11-203J24.8 | MYB-AS1 | CTB-32O4.2
4 genes,0.140836663398731,FAM228B | RP11-203J24.8 | MYB-AS1 | RP11-358B23.1
4 genes,0.0186567400304621,FAM228B | RP11-203J24.8 | MYB-AS1 | TNK1
4 genes,0.0495098645565271,FAM228B | RP11-203J24.8 | DSG1 | RP4-773N10.5
4 genes,0.0272262411923699,FAM228B | RP11-203J24.8 | DSG1 | FAM3B
4 genes,0.289710720153792,FAM228B | RP11-203J24.8 | DSG1 | CTB-32O4.2
4 genes,0.28807359574808,FAM228B | RP11-203J24.8 | DSG1 | RP11-358B23.1
4 genes,0.34539197498822,FAM228B | RP11-203J24.8 | DSG1 | TNK1
4 genes,0.0422935722074965,FAM228B | RP11-203J24.8 | RP4-773N10.5 | FAM3B
4 genes,0.124238990665107,FAM228B | RP11-203J24.8 | RP4-773N10.5 | CTB-32O4.2
4 genes,0.0641394967567254,FAM228B | RP11-203J24.8 | RP4-773N10.5 | RP11-358B23.1
4 genes,0.0281633744760769,FAM228B | RP11-203J24.8 | RP4-773N10.5 | TNK1
4 genes,0.0936579026461222,FAM228B | RP11-203J24.8 | FAM3B | CTB-32O4.2
